,country,MP,W,D,L,GF,GA,GD,WP,TP,PPG
Ghana,Ghana,2,1,0,1,5,4,1,50.0,3.0,1.5
Gibraltar,Gibraltar,6,2,2,2,3,6,-3,33.33333333333333,8.0,1.3333333333333333
Gotland,Gotland,0,0,0,0,0,0,0,,0.0,
Gozo,Gozo,0,0,0,0,0,0,0,,0.0,
Greece,Greece,8,4,3,1,9,4,5,50.0,15.0,1.875
Greenland,Greenland,0,0,0,0,0,0,0,,0.0,
Grenada,Grenada,0,0,0,0,0,0,0,,0.0,
Guadeloupe,Guadeloupe,0,0,0,0,0,0,0,,0.0,
Guam,Guam,0,0,0,0,0,0,0,,0.0,
Guatemala,Guatemala,2,1,1,0,2,1,1,50.0,4.0,2.0
Guernsey,Guernsey,0,0,0,0,0,0,0,,0.0,
Guinea,Guinea,1,1,0,0,2,1,1,100.0,3.0,3.0
Guinea-Bissau,Guinea-Bissau,0,0,0,0,0,0,0,,0.0,
Guyana,Guyana,0,0,0,0,0,0,0,,0.0,
Găgăuzia,Găgăuzia,0,0,0,0,0,0,0,,0.0,
Haiti,Haiti,0,0,0,0,0,0,0,,0.0,
Hitra,Hitra,0,0,0,0,0,0,0,,0.0,
Honduras,Honduras,2,0,1,1,2,3,-1,0.0,1.0,0.5
Hong Kong,Hong Kong,0,0,0,0,0,0,0,,0.0,
Hungary,Hungary,6,3,2,1,7,4,3,50.0,11.0,1.8333333333333333
Iceland,Iceland,8,2,0,6,5,17,-12,25.0,6.0,0.75
India,India,0,0,0,0,0,0,0,,0.0,
Indonesia,Indonesia,0,0,0,0,0,0,0,,0.0,
Iran,Iran,2,2,0,0,4,1,3,100.0,6.0,3.0
Iraq,Iraq,2,1,1,0,2,1,1,50.0,4.0,2.0
Iraqi Kurdistan,Iraqi Kurdistan,0,0,0,0,0,0,0,,0.0,
Isle of Man,Isle of Man,0,0,0,0,0,0,0,,0.0,
Isle of Wight,Isle of Wight,0,0,0,0,0,0,0,,0.0,
Israel,Israel,6,2,2,2,7,7,0,33.33333333333333,8.0,1.3333333333333333
Italy,Italy,8,5,3,0,17,2,15,62.5,18.0,2.25
Ivory Coast,Ivory Coast,2,0,1,1,1,2,-1,0.0,1.0,0.5
Jamaica,Jamaica,2,1,0,1,2,4,-2,50.0,3.0,1.5
Japan,Japan,4,2,1,1,2,2,0,50.0,7.0,1.75
Jersey,Jersey,0,0,0,0,0,0,0,,0.0,
Jordan,Jordan,2,1,1,0,1,0,1,50.0,4.0,2.0
Kabylia,Kabylia,0,0,0,0,0,0,0,,0.0,
Kazakhstan,Kazakhstan,7,1,2,4,5,9,-4,14.285714285714285,5.0,0.7142857142857143
Kenya,Kenya,1,1,0,0,2,1,1,100.0,3.0,3.0
Kernow,Kernow,0,0,0,0,0,0,0,,0.0,
Kiribati,Kiribati,0,0,0,0,0,0,0,,0.0,
Kosovo,Kosovo,8,1,2,5,5,9,-4,12.5,5.0,0.625
Kuwait,Kuwait,0,0,0,0,0,0,0,,0.0,
Kyrgyzstan,Kyrgyzstan,0,0,0,0,0,0,0,,0.0,
Kárpátalja,Kárpátalja,0,0,0,0,0,0,0,,0.0,
Laos,Laos,0,0,0,0,0,0,0,,0.0,
Latvia,Latvia,8,2,5,1,12,5,7,25.0,11.0,1.375
Lebanon,Lebanon,1,0,0,1,1,3,-2,0.0,0.0,0.0
Lesotho,Lesotho,0,0,0,0,0,0,0,,0.0,
Liberia,Liberia,0,0,0,0,0,0,0,,0.0,
Libya,Libya,0,0,0,0,0,0,0,,0.0,
Liechtenstein,Liechtenstein,6,2,2,2,5,6,-1,33.33333333333333,8.0,1.3333333333333333
Lithuania,Lithuania,8,4,2,2,10,9,1,50.0,14.0,1.75
Luxembourg,Luxembourg,8,3,1,4,8,10,-2,37.5,10.0,1.25
Macau,Macau,0,0,0,0,0,0,0,,0.0,
Madagascar,Madagascar,1,0,0,1,1,2,-1,0.0,0.0,0.0
Madrid,Madrid,0,0,0,0,0,0,0,,0.0,
Malawi,Malawi,2,0,1,1,0,1,-1,0.0,1.0,0.5
Malaysia,Malaysia,0,0,0,0,0,0,0,,0.0,
Maldives,Maldives,0,0,0,0,0,0,0,,0.0,
Mali,Mali,1,1,0,0,3,0,3,100.0,3.0,3.0
Malta,Malta,8,4,3,1,13,6,7,50.0,15.0,1.875
Manchukuo,Manchukuo,0,0,0,0,0,0,0,,0.0,
Martinique,Martinique,0,0,0,0,0,0,0,,0.0,
Matabeleland,Matabeleland,0,0,0,0,0,0,0,,0.0,
Mauritania,Mauritania,1,1,0,0,2,1,1,100.0,3.0,3.0
Mauritius,Mauritius,0,0,0,0,0,0,0,,0.0,
Mayotte,Mayotte,0,0,0,0,0,0,0,,0.0,
Menorca,Menorca,0,0,0,0,0,0,0,,0.0,
Mexico,Mexico,4,3,1,0,8,4,4,75.0,10.0,2.5
Micronesia,Micronesia,0,0,0,0,0,0,0,,0.0,
Moldova,Moldova,9,0,2,7,1,18,-17,0.0,2.0,0.2222222222222222
Monaco,Monaco,0,0,0,0,0,0,0,,0.0,
Mongolia,Mongolia,0,0,0,0,0,0,0,,0.0,
Montenegro,Montenegro,8,4,3,1,11,3,8,50.0,15.0,1.875
Montserrat,Montserrat,0,0,0,0,0,0,0,,0.0,
Morocco,Morocco,2,1,1,0,4,2,2,50.0,4.0,2.0
Mozambique,Mozambique,1,0,0,1,0,3,-3,0.0,0.0,0.0
Myanmar,Myanmar,0,0,0,0,0,0,0,,0.0,
Namibia,Namibia,1,0,1,0,1,1,0,0.0,1.0,1.0
Nepal,Nepal,2,0,1,1,0,2,-2,0.0,1.0,0.5
Netherlands,Netherlands,8,3,3,2,8,6,2,37.5,12.0,1.5
New Caledonia,New Caledonia,0,0,0,0,0,0,0,,0.0,
New Zealand,New Zealand,0,0,0,0,0,0,0,,0.0,
Nicaragua,Nicaragua,2,0,2,0,1,1,0,0.0,2.0,1.0
Niger,Niger,2,2,0,0,3,0,3,100.0,6.0,3.0
Nigeria,Nigeria,2,0,1,1,1,2,-1,0.0,1.0,0.5
Niue,Niue,0,0,0,0,0,0,0,,0.0,
North Korea,North Korea,0,0,0,0,0,0,0,,0.0,
North Macedonia,North Macedonia,6,2,3,1,9,8,1,33.33333333333333,9.0,1.5
North Vietnam,North Vietnam,0,0,0,0,0,0,0,,0.0,
Northern Cyprus,Northern Cyprus,0,0,0,0,0,0,0,,0.0,
Northern Ireland,Northern Ireland,6,0,2,4,4,11,-7,0.0,2.0,0.3333333333333333
Northern Mariana Islands,Northern Mariana Islands,0,0,0,0,0,0,0,,0.0,
Norway,Norway,6,3,1,2,12,7,5,50.0,10.0,1.6666666666666667
Occitania,Occitania,0,0,0,0,0,0,0,,0.0,
Oman,Oman,0,0,0,0,0,0,0,,0.0,
Orkney,Orkney,0,0,0,0,0,0,0,,0.0,
Padania,Padania,0,0,0,0,0,0,0,,0.0,
Pakistan,Pakistan,0,0,0,0,0,0,0,,0.0,
Palau,Palau,0,0,0,0,0,0,0,,0.0,
Palestine,Palestine,0,0,0,0,0,0,0,,0.0,
Panama,Panama,4,2,0,2,4,7,-3,50.0,6.0,1.5
Panjab,Panjab,0,0,0,0,0,0,0,,0.0,
Papua New Guinea,Papua New Guinea,0,0,0,0,0,0,0,,0.0,
Paraguay,Paraguay,4,1,3,0,6,5,1,25.0,6.0,1.5
Parishes of Jersey,Parishes of Jersey,0,0,0,0,0,0,0,,0.0,
Peru,Peru,4,0,1,3,4,10,-6,0.0,1.0,0.25
Philippines,Philippines,0,0,0,0,0,0,0,,0.0,
Poland,Poland,8,4,1,3,13,7,6,50.0,13.0,1.625
Portugal,Portugal,8,5,2,1,19,4,15,62.5,17.0,2.125
Provence,Provence,0,0,0,0,0,0,0,,0.0,
Puerto Rico,Puerto Rico,0,0,0,0,0,0,0,,0.0,
Qatar,Qatar,4,1,1,2,8,8,0,25.0,4.0,1.0
Raetia,Raetia,0,0,0,0,0,0,0,,0.0,
Republic of Ireland,Republic of Ireland,7,0,3,4,1,7,-6,0.0,3.0,0.42857142857142855
Republic of St. Pauli,Republic of St. Pauli,0,0,0,0,0,0,0,,0.0,
Rhodes,Rhodes,0,0,0,0,0,0,0,,0.0,
Romani people,Romani people,0,0,0,0,0,0,0,,0.0,
Romania,Romania,7,3,2,2,13,12,1,42.857142857142854,11.0,1.5714285714285714
Russia,Russia,8,2,3,3,10,14,-4,25.0,9.0,1.125
Rwanda,Rwanda,0,0,0,0,0,0,0,,0.0,
Réunion,Réunion,0,0,0,0,0,0,0,,0.0,
Saare County,Saare County,0,0,0,0,0,0,0,,0.0,
Saarland,Saarland,0,0,0,0,0,0,0,,0.0,
Saint Helena,Saint Helena,0,0,0,0,0,0,0,,0.0,
Saint Kitts and Nevis,Saint Kitts and Nevis,0,0,0,0,0,0,0,,0.0,
Saint Lucia,Saint Lucia,0,0,0,0,0,0,0,,0.0,
Saint Martin,Saint Martin,0,0,0,0,0,0,0,,0.0,
Saint Pierre and Miquelon,Saint Pierre and Miquelon,0,0,0,0,0,0,0,,0.0,
Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,0,0,0,0,0,0,0,,0.0,
Samoa,Samoa,0,0,0,0,0,0,0,,0.0,
San Marino,San Marino,6,0,2,4,0,10,-10,0.0,2.0,0.3333333333333333
Sark,Sark,0,0,0,0,0,0,0,,0.0,
Saudi Arabia,Saudi Arabia,2,1,0,1,4,2,2,50.0,3.0,1.5
Scotland,Scotland,6,3,1,2,5,4,1,50.0,10.0,1.6666666666666667
Senegal,Senegal,1,0,0,1,1,3,-2,0.0,0.0,0.0
Serbia,Serbia,6,1,3,2,9,7,2,16.666666666666664,6.0,1.0
Seychelles,Seychelles,0,0,0,0,0,0,0,,0.0,
Shetland,Shetland,0,0,0,0,0,0,0,,0.0,
Sierra Leone,Sierra Leone,2,0,0,2,1,3,-2,0.0,0.0,0.0
Silesia,Silesia,0,0,0,0,0,0,0,,0.0,
Singapore,Singapore,0,0,0,0,0,0,0,,0.0,
Sint Maarten,Sint Maarten,0,0,0,0,0,0,0,,0.0,
Slovakia,Slovakia,6,1,1,4,5,10,-5,16.666666666666664,4.0,0.6666666666666666
Slovenia,Slovenia,8,5,3,0,12,1,11,62.5,18.0,2.25
Solomon Islands,Solomon Islands,0,0,0,0,0,0,0,,0.0,
Somalia,Somalia,0,0,0,0,0,0,0,,0.0,
Somaliland,Somaliland,0,0,0,0,0,0,0,,0.0,
South Africa,South Africa,2,0,1,1,2,3,-1,0.0,1.0,0.5
South Korea,South Korea,2,1,0,1,4,4,0,50.0,3.0,1.5
South Ossetia,South Ossetia,0,0,0,0,0,0,0,,0.0,
South Sudan,South Sudan,1,0,1,0,0,0,0,0.0,1.0,1.0
Spain,Spain,8,3,4,1,14,4,10,37.5,13.0,1.625
Sri Lanka,Sri Lanka,0,0,0,0,0,0,0,,0.0,
Sudan,Sudan,3,0,2,1,3,6,-3,0.0,2.0,0.6666666666666666
Suriname,Suriname,0,0,0,0,0,0,0,,0.0,
Sweden,Sweden,10,4,0,6,9,16,-7,40.0,12.0,1.2
Switzerland,Switzerland,8,1,3,4,11,12,-1,12.5,6.0,0.75
Syria,Syria,2,1,0,1,1,1,0,50.0,3.0,1.5
Székely Land,Székely Land,0,0,0,0,0,0,0,,0.0,
Sápmi,Sápmi,0,0,0,0,0,0,0,,0.0,
São Tomé and Príncipe,São Tomé and Príncipe,0,0,0,0,0,0,0,,0.0,
Tahiti,Tahiti,0,0,0,0,0,0,0,,0.0,
Tajikistan,Tajikistan,2,0,0,2,2,4,-2,0.0,0.0,0.0
Tamil Eelam,Tamil Eelam,0,0,0,0,0,0,0,,0.0,
Tanzania,Tanzania,1,0,0,1,0,1,-1,0.0,0.0,0.0
Thailand,Thailand,0,0,0,0,0,0,0,,0.0,
Tibet,Tibet,0,0,0,0,0,0,0,,0.0,
Timor-Leste,Timor-Leste,0,0,0,0,0,0,0,,0.0,
Togo,Togo,1,0,1,0,1,1,0,0.0,1.0,1.0
Tonga,Tonga,0,0,0,0,0,0,0,,0.0,
Trinidad and Tobago,Trinidad and Tobago,0,0,0,0,0,0,0,,0.0,
Tunisia,Tunisia,2,1,1,0,4,1,3,50.0,4.0,2.0
Turkey,Turkey,8,1,5,2,12,14,-2,12.5,8.0,1.0
Turkmenistan,Turkmenistan,0,0,0,0,0,0,0,,0.0,
Turks and Caicos Islands,Turks and Caicos Islands,0,0,0,0,0,0,0,,0.0,
Tuvalu,Tuvalu,0,0,0,0,0,0,0,,0.0,
U.S. Virgin Islands,U.S. Virgin Islands,0,0,0,0,0,0,0,,0.0,
Uganda,Uganda,0,0,0,0,0,0,0,,0.0,
Ukraine,Ukraine,8,2,0,6,6,22,-16,25.0,6.0,0.75
United Arab Emirates,United Arab Emirates,3,2,0,1,5,4,1,66.66666666666666,6.0,2.0
United Koreans in Japan,United Koreans in Japan,0,0,0,0,0,0,0,,0.0,
United States,United States,4,3,1,0,13,2,11,75.0,10.0,2.5
Uruguay,Uruguay,4,2,0,2,7,7,0,50.0,6.0,1.5
Uzbekistan,Uzbekistan,4,1,0,3,4,6,-2,25.0,3.0,0.75
Vanuatu,Vanuatu,0,0,0,0,0,0,0,,0.0,
Vatican City,Vatican City,0,0,0,0,0,0,0,,0.0,
Venezuela,Venezuela,4,1,0,3,2,6,-4,25.0,3.0,0.75
Vietnam,Vietnam,0,0,0,0,0,0,0,,0.0,
Vietnam Republic,Vietnam Republic,0,0,0,0,0,0,0,,0.0,
Wales,Wales,8,5,2,1,7,4,3,62.5,17.0,2.125
Wallis Islands and Futuna,Wallis Islands and Futuna,0,0,0,0,0,0,0,,0.0,
Western Armenia,Western Armenia,0,0,0,0,0,0,0,,0.0,
Western Isles,Western Isles,0,0,0,0,0,0,0,,0.0,
Western Sahara,Western Sahara,0,0,0,0,0,0,0,,0.0,
Yemen,Yemen,0,0,0,0,0,0,0,,0.0,
Yemen DPR,Yemen DPR,0,0,0,0,0,0,0,,0.0,
Ynys Môn,Ynys Môn,0,0,0,0,0,0,0,,0.0,
Yorkshire,Yorkshire,0,0,0,0,0,0,0,,0.0,
Yugoslavia,Yugoslavia,0,0,0,0,0,0,0,,0.0,
Zambia,Zambia,3,2,0,1,4,3,1,66.66666666666666,6.0,2.0
Zanzibar,Zanzibar,0,0,0,0,0,0,0,,0.0,
Zimbabwe,Zimbabwe,1,0,1,0,0,0,0,0.0,1.0,1.0
Åland Islands,Åland Islands,0,0,0,0,0,0,0,,0.0,
Asturias,Asturias,0,0,0,0,0,0,0,,0.0,
Congo DR,Congo DR,2,0,1,1,1,4,-3,0.0,1.0,0.5
Surrey,Surrey,0,0,0,0,0,0,0,,0.0,
Two Sicilies,Two Sicilies,0,0,0,0,0,0,0,,0.0,
Western Australia,Western Australia,0,0,0,0,0,0,0,,0.0,
