,country,MP,W,D,L,GF,GA,GD,WP,TP,PPG
Costa Rica,Costa Rica,21,6,9,6,24,26,-2,28.57142857142857,27.0,1.2857142857142858
County of Nice,County of Nice,0,0,0,0,0,0,0,,0.0,
Crimea,Crimea,0,0,0,0,0,0,0,,0.0,
Croatia,Croatia,0,0,0,0,0,0,0,,0.0,
Cuba,Cuba,24,10,6,8,31,22,9,41.66666666666667,36.0,1.5
Curaçao,Curaçao,18,2,6,10,15,50,-35,11.11111111111111,12.0,0.6666666666666666
Cyprus,Cyprus,42,1,2,39,13,127,-114,2.380952380952381,5.0,0.11904761904761904
Czech Republic,Czech Republic,0,0,0,0,0,0,0,,0.0,
Czechoslovakia,Czechoslovakia,91,38,23,30,141,103,38,41.75824175824176,137.0,1.5054945054945055
DR Congo,DR Congo,63,31,10,22,123,90,33,49.2063492063492,103.0,1.6349206349206349
Darfur,Darfur,0,0,0,0,0,0,0,,0.0,
Denmark,Denmark,80,26,17,37,107,125,-18,32.5,95.0,1.1875
Djibouti,Djibouti,0,0,0,0,0,0,0,,0.0,
Dominica,Dominica,18,5,6,7,25,20,5,27.77777777777778,21.0,1.1666666666666667
Dominican Republic,Dominican Republic,2,0,0,2,0,6,-6,0.0,0.0,0.0
East Timor,East Timor,0,0,0,0,0,0,0,,0.0,
Ecuador,Ecuador,43,9,12,22,47,71,-24,20.930232558139537,39.0,0.9069767441860465
Egypt,Egypt,46,28,7,11,90,50,40,60.86956521739131,91.0,1.9782608695652173
El Salvador,El Salvador,31,5,6,20,23,52,-29,16.129032258064516,21.0,0.6774193548387096
Ellan Vannin,Ellan Vannin,0,0,0,0,0,0,0,,0.0,
England,England,99,55,27,17,171,74,97,55.55555555555556,192.0,1.9393939393939394
Equatorial Guinea,Equatorial Guinea,1,0,0,1,2,6,-4,0.0,0.0,0.0
Eritrea,Eritrea,0,0,0,0,0,0,0,,0.0,
Estonia,Estonia,0,0,0,0,0,0,0,,0.0,
Eswatini,Eswatini,6,0,1,5,5,25,-20,0.0,1.0,0.16666666666666666
Ethiopia,Ethiopia,21,3,5,13,21,43,-22,14.285714285714285,14.0,0.6666666666666666
Falkland Islands,Falkland Islands,0,0,0,0,0,0,0,,0.0,
Faroe Islands,Faroe Islands,5,0,0,5,3,22,-19,0.0,0.0,0.0
Felvidék,Felvidék,0,0,0,0,0,0,0,,0.0,
Fiji,Fiji,21,6,2,13,71,53,18,28.57142857142857,20.0,0.9523809523809523
Finland,Finland,68,12,16,40,58,150,-92,17.647058823529413,52.0,0.7647058823529411
France,France,70,34,17,19,115,72,43,48.57142857142857,119.0,1.7
French Guiana,French Guiana,5,2,0,3,12,13,-1,40.0,6.0,1.2
Frøya,Frøya,0,0,0,0,0,0,0,,0.0,
Gabon,Gabon,19,4,5,10,25,33,-8,21.052631578947366,17.0,0.8947368421052632
Galicia,Galicia,0,0,0,0,0,0,0,,0.0,
Gambia,Gambia,17,4,2,11,18,39,-21,23.52941176470588,14.0,0.8235294117647058
Georgia,Georgia,1,1,0,0,5,0,5,100.0,3.0,3.0
German DR,German DR,97,52,24,21,169,86,83,53.608247422680414,180.0,1.8556701030927836
Germany,Germany,102,66,22,14,212,82,130,64.70588235294117,220.0,2.156862745098039
Ghana,Ghana,54,25,13,16,99,63,36,46.2962962962963,88.0,1.6296296296296295
Gibraltar,Gibraltar,0,0,0,0,0,0,0,,0.0,
Gotland,Gotland,0,0,0,0,0,0,0,,0.0,
Gozo,Gozo,0,0,0,0,0,0,0,,0.0,
Greece,Greece,67,16,18,33,74,116,-42,23.88059701492537,66.0,0.9850746268656716
Greenland,Greenland,0,0,0,0,0,0,0,,0.0,
Grenada,Grenada,22,10,6,6,37,28,9,45.45454545454545,36.0,1.6363636363636365
Guadeloupe,Guadeloupe,18,5,3,10,23,37,-14,27.77777777777778,18.0,1.0
Guam,Guam,6,2,0,4,13,34,-21,33.33333333333333,6.0,1.0
Guatemala,Guatemala,29,10,10,9,41,35,6,34.48275862068966,40.0,1.3793103448275863
Guernsey,Guernsey,0,0,0,0,0,0,0,,0.0,
Guinea,Guinea,69,28,19,22,117,100,17,40.57971014492754,103.0,1.4927536231884058
Guinea-Bissau,Guinea-Bissau,8,2,3,3,10,12,-2,25.0,9.0,1.125
Guyana,Guyana,20,5,5,10,16,32,-16,25.0,20.0,1.0
Găgăuzia,Găgăuzia,0,0,0,0,0,0,0,,0.0,
Haiti,Haiti,84,40,24,20,137,83,54,47.61904761904761,144.0,1.7142857142857142
Hitra,Hitra,0,0,0,0,0,0,0,,0.0,
Honduras,Honduras,14,5,5,4,18,19,-1,35.714285714285715,20.0,1.4285714285714286
Hong Kong,Hong Kong,75,29,13,33,108,121,-13,38.666666666666664,100.0,1.3333333333333333
Hungary,Hungary,90,38,26,26,144,118,26,42.22222222222222,140.0,1.5555555555555556
Iceland,Iceland,49,11,6,32,47,99,-52,22.448979591836736,39.0,0.7959183673469388
India,India,44,13,10,21,70,104,-34,29.545454545454547,49.0,1.1136363636363635
Indonesia,Indonesia,128,47,23,58,199,221,-22,36.71875,164.0,1.28125
Iran,Iran,57,26,13,18,80,54,26,45.614035087719294,91.0,1.5964912280701755
Iraq,Iraq,93,50,27,16,166,64,102,53.76344086021505,177.0,1.903225806451613
Iraqi Kurdistan,Iraqi Kurdistan,0,0,0,0,0,0,0,,0.0,
Isle of Man,Isle of Man,0,0,0,0,0,0,0,,0.0,
Isle of Wight,Isle of Wight,0,0,0,0,0,0,0,,0.0,
Israel,Israel,41,17,13,11,59,38,21,41.46341463414634,64.0,1.5609756097560976
Italy,Italy,85,45,22,18,144,77,67,52.94117647058824,157.0,1.8470588235294119
Ivory Coast,Ivory Coast,64,27,9,28,97,98,-1,42.1875,90.0,1.40625
Jamaica,Jamaica,23,8,2,13,19,32,-13,34.78260869565217,26.0,1.1304347826086956
Japan,Japan,64,24,13,27,104,86,18,37.5,85.0,1.328125
Jersey,Jersey,0,0,0,0,0,0,0,,0.0,
Jordan,Jordan,7,2,1,4,5,15,-10,28.57142857142857,7.0,1.0
Kabylia,Kabylia,0,0,0,0,0,0,0,,0.0,
Kazakhstan,Kazakhstan,1,1,0,0,1,0,1,100.0,3.0,3.0
Kenya,Kenya,79,29,20,30,109,114,-5,36.708860759493675,107.0,1.3544303797468353
Kernow,Kernow,0,0,0,0,0,0,0,,0.0,
Kiribati,Kiribati,3,0,1,2,3,40,-37,0.0,1.0,0.3333333333333333
Kosovo,Kosovo,0,0,0,0,0,0,0,,0.0,
Kuwait,Kuwait,76,44,12,20,161,77,84,57.89473684210527,144.0,1.894736842105263
Kyrgyzstan,Kyrgyzstan,1,0,1,0,0,0,0,0.0,1.0,1.0
Kárpátalja,Kárpátalja,0,0,0,0,0,0,0,,0.0,
Laos,Laos,16,2,2,12,16,42,-26,12.5,8.0,0.5
Latvia,Latvia,1,0,0,1,1,2,-1,0.0,0.0,0.0
Lebanon,Lebanon,8,2,0,6,8,22,-14,25.0,6.0,0.75
Lesotho,Lesotho,21,3,4,14,13,46,-33,14.285714285714285,13.0,0.6190476190476191
Liberia,Liberia,16,5,4,7,17,19,-2,31.25,19.0,1.1875
Libya,Libya,58,21,13,24,71,77,-6,36.206896551724135,76.0,1.3103448275862069
Liechtenstein,Liechtenstein,0,0,0,0,0,0,0,,0.0,
Lithuania,Lithuania,7,2,1,4,4,11,-7,28.57142857142857,7.0,1.0
Luxembourg,Luxembourg,38,1,3,34,17,125,-108,2.631578947368421,6.0,0.15789473684210525
Macau,Macau,7,1,1,5,5,23,-18,14.285714285714285,4.0,0.5714285714285714
Madagascar,Madagascar,14,9,1,4,26,21,5,64.28571428571429,28.0,2.0
Madrid,Madrid,0,0,0,0,0,0,0,,0.0,
Malawi,Malawi,98,51,21,26,189,118,71,52.04081632653062,174.0,1.7755102040816326
Malaysia,Malaysia,143,56,39,48,214,203,11,39.16083916083916,207.0,1.4475524475524475
Maldives,Maldives,0,0,0,0,0,0,0,,0.0,
Mali,Mali,33,16,7,10,52,46,6,48.484848484848484,55.0,1.6666666666666667
Malta,Malta,43,3,8,32,16,111,-95,6.976744186046512,17.0,0.3953488372093023
Manchukuo,Manchukuo,0,0,0,0,0,0,0,,0.0,
Martinique,Martinique,29,15,7,7,53,34,19,51.724137931034484,52.0,1.793103448275862
Matabeleland,Matabeleland,0,0,0,0,0,0,0,,0.0,
Mauritania,Mauritania,8,0,1,7,7,24,-17,0.0,1.0,0.125
Mauritius,Mauritius,35,10,8,17,44,57,-13,28.57142857142857,38.0,1.0857142857142856
Mayotte,Mayotte,0,0,0,0,0,0,0,,0.0,
Menorca,Menorca,0,0,0,0,0,0,0,,0.0,
Mexico,Mexico,87,42,20,25,139,91,48,48.275862068965516,146.0,1.6781609195402298
Micronesia,Micronesia,0,0,0,0,0,0,0,,0.0,
Moldova,Moldova,0,0,0,0,0,0,0,,0.0,
Monaco,Monaco,0,0,0,0,0,0,0,,0.0,
Mongolia,Mongolia,0,0,0,0,0,0,0,,0.0,
Montenegro,Montenegro,1,1,0,0,2,1,1,100.0,3.0,3.0
Montserrat,Montserrat,0,0,0,0,0,0,0,,0.0,
Morocco,Morocco,58,26,20,12,80,58,22,44.827586206896555,98.0,1.6896551724137931
Mozambique,Mozambique,8,4,0,4,11,16,-5,50.0,12.0,1.5
Myanmar,Myanmar,0,0,0,0,0,0,0,,0.0,
Namibia,Namibia,0,0,0,0,0,0,0,,0.0,
Nepal,Nepal,1,0,0,1,2,6,-4,0.0,0.0,0.0
Netherlands,Netherlands,76,48,15,13,170,62,108,63.1578947368421,159.0,2.0921052631578947
New Caledonia,New Caledonia,37,20,2,15,99,58,41,54.054054054054056,62.0,1.6756756756756757
New Zealand,New Zealand,42,19,10,13,78,53,25,45.23809523809524,67.0,1.5952380952380953
Nicaragua,Nicaragua,2,0,0,2,0,3,-3,0.0,0.0,0.0
Niger,Niger,9,2,2,5,11,20,-9,22.22222222222222,8.0,0.8888888888888888
Nigeria,Nigeria,67,34,20,13,117,64,53,50.74626865671642,122.0,1.8208955223880596
Niue,Niue,0,0,0,0,0,0,0,,0.0,
North Korea,North Korea,21,8,6,7,22,24,-2,38.095238095238095,30.0,1.4285714285714286
North Macedonia,North Macedonia,0,0,0,0,0,0,0,,0.0,
North Vietnam,North Vietnam,1,1,0,0,2,1,1,100.0,3.0,3.0
Northern Cyprus,Northern Cyprus,1,0,0,1,0,1,-1,0.0,0.0,0.0
Northern Ireland,Northern Ireland,64,19,13,32,53,80,-27,29.6875,70.0,1.09375
Northern Mariana Islands,Northern Mariana Islands,0,0,0,0,0,0,0,,0.0,
Norway,Norway,68,12,9,47,60,139,-79,17.647058823529413,45.0,0.6617647058823529
Occitania,Occitania,0,0,0,0,0,0,0,,0.0,
Oman,Oman,15,0,1,14,4,55,-51,0.0,1.0,0.06666666666666667
Orkney,Orkney,0,0,0,0,0,0,0,,0.0,
Padania,Padania,0,0,0,0,0,0,0,,0.0,
Pakistan,Pakistan,8,1,2,5,10,23,-13,12.5,5.0,0.625
Palau,Palau,0,0,0,0,0,0,0,,0.0,
Palestine,Palestine,14,2,4,8,20,25,-5,14.285714285714285,10.0,0.7142857142857143
Panama,Panama,25,7,5,13,27,47,-20,28.000000000000004,26.0,1.04
Panjab,Panjab,0,0,0,0,0,0,0,,0.0,
Papua New Guinea,Papua New Guinea,11,2,2,7,37,32,5,18.181818181818183,8.0,0.7272727272727273
Paraguay,Paraguay,67,23,21,23,89,80,9,34.32835820895522,90.0,1.3432835820895523
Parishes of Jersey,Parishes of Jersey,0,0,0,0,0,0,0,,0.0,
Peru,Peru,95,36,18,41,125,130,-5,37.89473684210527,126.0,1.3263157894736841
Philippines,Philippines,21,4,2,15,21,61,-40,19.047619047619047,14.0,0.6666666666666666
Poland,Poland,107,62,18,27,203,102,101,57.943925233644855,204.0,1.9065420560747663
Portugal,Portugal,52,26,12,14,75,53,22,50.0,90.0,1.7307692307692308
Provence,Provence,0,0,0,0,0,0,0,,0.0,
Puerto Rico,Puerto Rico,12,2,2,8,8,28,-20,16.666666666666664,8.0,0.6666666666666666
Qatar,Qatar,43,12,5,26,45,96,-51,27.906976744186046,41.0,0.9534883720930233
Raetia,Raetia,0,0,0,0,0,0,0,,0.0,
Republic of Ireland,Republic of Ireland,55,15,13,27,65,83,-18,27.27272727272727,58.0,1.0545454545454545
Republic of St. Pauli,Republic of St. Pauli,0,0,0,0,0,0,0,,0.0,
Rhodes,Rhodes,0,0,0,0,0,0,0,,0.0,
Romani people,Romani people,0,0,0,0,0,0,0,,0.0,
Romania,Romania,81,25,31,25,121,98,23,30.864197530864196,106.0,1.308641975308642
Russia,Russia,106,52,29,25,161,88,73,49.056603773584904,185.0,1.7452830188679245
Rwanda,Rwanda,2,0,1,1,3,8,-5,0.0,1.0,0.5
Réunion,Réunion,11,5,1,5,18,16,2,45.45454545454545,16.0,1.4545454545454546
Saare County,Saare County,0,0,0,0,0,0,0,,0.0,
Saarland,Saarland,0,0,0,0,0,0,0,,0.0,
Saint Helena,Saint Helena,0,0,0,0,0,0,0,,0.0,
Saint Kitts and Nevis,Saint Kitts and Nevis,3,0,0,3,2,7,-5,0.0,0.0,0.0
Saint Lucia,Saint Lucia,17,4,2,11,16,37,-21,23.52941176470588,14.0,0.8235294117647058
Saint Martin,Saint Martin,0,0,0,0,0,0,0,,0.0,
Saint Pierre and Miquelon,Saint Pierre and Miquelon,0,0,0,0,0,0,0,,0.0,
Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,22,11,6,5,36,27,9,50.0,39.0,1.7727272727272727
Samoa,Samoa,3,0,0,3,3,19,-16,0.0,0.0,0.0
San Marino,San Marino,0,0,0,0,0,0,0,,0.0,
Sark,Sark,0,0,0,0,0,0,0,,0.0,
Saudi Arabia,Saudi Arabia,42,16,8,18,64,54,10,38.095238095238095,56.0,1.3333333333333333
Scotland,Scotland,89,37,20,32,114,98,16,41.57303370786517,131.0,1.4719101123595506
Senegal,Senegal,50,18,9,23,58,69,-11,36.0,63.0,1.26
Serbia,Serbia,0,0,0,0,0,0,0,,0.0,
Seychelles,Seychelles,9,2,0,7,8,21,-13,22.22222222222222,6.0,0.6666666666666666
Shetland,Shetland,0,0,0,0,0,0,0,,0.0,
Sierra Leone,Sierra Leone,28,9,4,15,33,51,-18,32.142857142857146,31.0,1.1071428571428572
Silesia,Silesia,1,1,0,0,7,2,5,100.0,3.0,3.0
Singapore,Singapore,109,22,20,67,119,260,-141,20.18348623853211,86.0,0.7889908256880734
Sint Maarten,Sint Maarten,0,0,0,0,0,0,0,,0.0,
Slovakia,Slovakia,0,0,0,0,0,0,0,,0.0,
Slovenia,Slovenia,0,0,0,0,0,0,0,,0.0,
Solomon Islands,Solomon Islands,9,6,1,2,33,13,20,66.66666666666666,19.0,2.111111111111111
Somalia,Somalia,19,2,3,14,21,51,-30,10.526315789473683,9.0,0.47368421052631576
Somaliland,Somaliland,0,0,0,0,0,0,0,,0.0,
South Africa,South Africa,2,1,1,0,8,1,7,50.0,4.0,2.0
South Korea,South Korea,165,102,40,23,359,110,249,61.81818181818181,346.0,2.096969696969697
South Ossetia,South Ossetia,0,0,0,0,0,0,0,,0.0,
South Sudan,South Sudan,0,0,0,0,0,0,0,,0.0,
Spain,Spain,59,29,18,12,85,48,37,49.152542372881356,105.0,1.7796610169491525
Sri Lanka,Sri Lanka,18,1,1,16,15,63,-48,5.555555555555555,4.0,0.2222222222222222
Sudan,Sudan,40,17,8,15,58,66,-8,42.5,59.0,1.475
Suriname,Suriname,41,22,6,13,88,57,31,53.65853658536586,72.0,1.7560975609756098
Sweden,Sweden,100,44,24,32,139,113,26,44.0,156.0,1.56
Switzerland,Switzerland,66,18,12,36,61,91,-30,27.27272727272727,66.0,1.0
Syria,Syria,39,14,5,20,51,60,-9,35.8974358974359,47.0,1.205128205128205
Székely Land,Székely Land,0,0,0,0,0,0,0,,0.0,
Sápmi,Sápmi,0,0,0,0,0,0,0,,0.0,
São Tomé and Príncipe,São Tomé and Príncipe,4,0,1,3,7,14,-7,0.0,1.0,0.25
Tahiti,Tahiti,29,19,3,7,116,44,72,65.51724137931035,60.0,2.0689655172413794
Tajikistan,Tajikistan,0,0,0,0,0,0,0,,0.0,
Tamil Eelam,Tamil Eelam,0,0,0,0,0,0,0,,0.0,
Tanzania,Tanzania,64,18,23,23,86,105,-19,28.125,77.0,1.203125
Thailand,Thailand,156,56,30,70,232,255,-23,35.8974358974359,198.0,1.2692307692307692
Tibet,Tibet,0,0,0,0,0,0,0,,0.0,
Timor-Leste,Timor-Leste,0,0,0,0,0,0,0,,0.0,
Togo,Togo,35,14,8,13,43,50,-7,40.0,50.0,1.4285714285714286
Tonga,Tonga,4,1,0,3,5,20,-15,25.0,3.0,0.75
Trinidad and Tobago,Trinidad and Tobago,51,20,14,17,92,71,21,39.21568627450981,74.0,1.4509803921568627
Tunisia,Tunisia,68,29,16,23,96,81,15,42.64705882352941,103.0,1.5147058823529411
Turkey,Turkey,59,17,16,26,63,87,-24,28.8135593220339,67.0,1.1355932203389831
Turkmenistan,Turkmenistan,0,0,0,0,0,0,0,,0.0,
Turks and Caicos Islands,Turks and Caicos Islands,0,0,0,0,0,0,0,,0.0,
Tuvalu,Tuvalu,5,1,1,3,10,42,-32,20.0,4.0,0.8
U.S. Virgin Islands,U.S. Virgin Islands,0,0,0,0,0,0,0,,0.0,
Uganda,Uganda,72,33,14,25,110,95,15,45.83333333333333,113.0,1.5694444444444444
Ukraine,Ukraine,2,1,1,0,2,0,2,50.0,4.0,2.0
United Arab Emirates,United Arab Emirates,27,3,5,19,18,70,-52,11.11111111111111,14.0,0.5185185185185185
United Koreans in Japan,United Koreans in Japan,0,0,0,0,0,0,0,,0.0,
United States,United States,48,9,9,30,30,102,-72,18.75,36.0,0.75
Uruguay,Uruguay,78,24,24,30,76,91,-15,30.76923076923077,96.0,1.2307692307692308
Uzbekistan,Uzbekistan,0,0,0,0,0,0,0,,0.0,
Vanuatu,Vanuatu,18,7,1,10,33,38,-5,38.88888888888889,22.0,1.2222222222222223
Vatican City,Vatican City,0,0,0,0,0,0,0,,0.0,
Venezuela,Venezuela,18,1,4,13,8,64,-56,5.555555555555555,7.0,0.3888888888888889
Vietnam,Vietnam,0,0,0,0,0,0,0,,0.0,
Vietnam Republic,Vietnam Republic,51,17,11,23,69,88,-19,33.33333333333333,62.0,1.2156862745098038
Wales,Wales,65,20,18,27,60,67,-7,30.76923076923077,78.0,1.2
Wallis Islands and Futuna,Wallis Islands and Futuna,4,1,0,3,3,13,-10,25.0,3.0,0.75
Western Armenia,Western Armenia,0,0,0,0,0,0,0,,0.0,
Western Isles,Western Isles,0,0,0,0,0,0,0,,0.0,
Western Sahara,Western Sahara,0,0,0,0,0,0,0,,0.0,
Yemen,Yemen,7,0,0,7,3,55,-52,0.0,0.0,0.0
Yemen DPR,Yemen DPR,14,4,0,10,15,44,-29,28.57142857142857,12.0,0.8571428571428571
Ynys Môn,Ynys Môn,0,0,0,0,0,0,0,,0.0,
Yorkshire,Yorkshire,0,0,0,0,0,0,0,,0.0,
Yugoslavia,Yugoslavia,86,35,24,27,142,105,37,40.69767441860465,129.0,1.5
Zambia,Zambia,98,54,14,30,225,125,100,55.10204081632652,176.0,1.7959183673469388
Zanzibar,Zanzibar,27,3,3,21,19,68,-49,11.11111111111111,12.0,0.4444444444444444
Zimbabwe,Zimbabwe,3,1,1,1,7,8,-1,33.33333333333333,4.0,1.3333333333333333
Åland Islands,Åland Islands,0,0,0,0,0,0,0,,0.0,
Asturias,Asturias,0,0,0,0,0,0,0,,0.0,
Congo DR,Congo DR,0,0,0,0,0,0,0,,0.0,
Surrey,Surrey,0,0,0,0,0,0,0,,0.0,
Two Sicilies,Two Sicilies,0,0,0,0,0,0,0,,0.0,
Western Australia,Western Australia,9,1,1,7,10,21,-11,11.11111111111111,4.0,0.4444444444444444
