,country,MP,W,D,L,GF,GA,GD,WP,TP,PPG
Eritrea,Eritrea,0,0,0,0,0,0,0,,0.0,
Estonia,Estonia,2,0,0,2,0,3,-3,0.0,0.0,0.0
Eswatini,Eswatini,0,0,0,0,0,0,0,,0.0,
Ethiopia,Ethiopia,7,4,0,3,16,13,3,57.14285714285714,12.0,1.7142857142857142
Falkland Islands,Falkland Islands,0,0,0,0,0,0,0,,0.0,
Faroe Islands,Faroe Islands,0,0,0,0,0,0,0,,0.0,
Felvidék,Felvidék,0,0,0,0,0,0,0,,0.0,
Fiji,Fiji,4,0,0,4,6,22,-16,0.0,0.0,0.0
Finland,Finland,56,9,6,41,68,201,-133,16.071428571428573,33.0,0.5892857142857143
France,France,69,33,17,19,168,115,53,47.82608695652174,116.0,1.681159420289855
French Guiana,French Guiana,0,0,0,0,0,0,0,,0.0,
Frøya,Frøya,0,0,0,0,0,0,0,,0.0,
Gabon,Gabon,0,0,0,0,0,0,0,,0.0,
Galicia,Galicia,0,0,0,0,0,0,0,,0.0,
Gambia,Gambia,5,2,0,3,6,8,-2,40.0,6.0,1.2
Georgia,Georgia,0,0,0,0,0,0,0,,0.0,
German DR,German DR,29,9,5,15,43,58,-15,31.03448275862069,32.0,1.103448275862069
Germany,Germany,68,34,11,23,154,111,43,50.0,113.0,1.661764705882353
Ghana,Ghana,15,9,2,4,35,27,8,60.0,29.0,1.9333333333333333
Gibraltar,Gibraltar,0,0,0,0,0,0,0,,0.0,
Gotland,Gotland,0,0,0,0,0,0,0,,0.0,
Gozo,Gozo,0,0,0,0,0,0,0,,0.0,
Greece,Greece,14,3,3,8,10,25,-15,21.428571428571427,12.0,0.8571428571428571
Greenland,Greenland,0,0,0,0,0,0,0,,0.0,
Grenada,Grenada,2,1,0,1,5,4,1,50.0,3.0,1.5
Guadeloupe,Guadeloupe,22,5,6,11,34,49,-15,22.727272727272727,21.0,0.9545454545454546
Guam,Guam,0,0,0,0,0,0,0,,0.0,
Guatemala,Guatemala,16,5,2,9,23,40,-17,31.25,17.0,1.0625
Guernsey,Guernsey,0,0,0,0,0,0,0,,0.0,
Guinea,Guinea,0,0,0,0,0,0,0,,0.0,
Guinea-Bissau,Guinea-Bissau,2,2,0,0,4,1,3,100.0,6.0,3.0
Guyana,Guyana,17,3,2,12,14,48,-34,17.647058823529413,11.0,0.6470588235294118
Găgăuzia,Găgăuzia,0,0,0,0,0,0,0,,0.0,
Haiti,Haiti,20,11,3,6,42,37,5,55.00000000000001,36.0,1.8
Hitra,Hitra,0,0,0,0,0,0,0,,0.0,
Honduras,Honduras,17,7,4,6,27,26,1,41.17647058823529,25.0,1.4705882352941178
Hong Kong,Hong Kong,25,12,7,6,66,47,19,48.0,43.0,1.72
Hungary,Hungary,88,60,15,13,300,116,184,68.18181818181817,195.0,2.215909090909091
Iceland,Iceland,15,3,0,12,21,59,-38,20.0,9.0,0.6
India,India,23,14,4,5,48,42,6,60.86956521739131,46.0,2.0
Indonesia,Indonesia,20,10,2,8,50,40,10,50.0,32.0,1.6
Iran,Iran,4,2,1,1,9,7,2,50.0,7.0,1.75
Iraq,Iraq,0,0,0,0,0,0,0,,0.0,
Iraqi Kurdistan,Iraqi Kurdistan,0,0,0,0,0,0,0,,0.0,
Isle of Man,Isle of Man,0,0,0,0,0,0,0,,0.0,
Isle of Wight,Isle of Wight,0,0,0,0,0,0,0,,0.0,
Israel,Israel,22,6,4,12,28,38,-10,27.27272727272727,22.0,1.0
Italy,Italy,47,19,12,16,73,66,7,40.42553191489361,69.0,1.4680851063829787
Ivory Coast,Ivory Coast,0,0,0,0,0,0,0,,0.0,
Jamaica,Jamaica,24,9,3,12,31,44,-13,37.5,30.0,1.25
Japan,Japan,14,4,4,6,25,34,-9,28.57142857142857,16.0,1.1428571428571428
Jersey,Jersey,0,0,0,0,0,0,0,,0.0,
Jordan,Jordan,0,0,0,0,0,0,0,,0.0,
Kabylia,Kabylia,0,0,0,0,0,0,0,,0.0,
Kazakhstan,Kazakhstan,0,0,0,0,0,0,0,,0.0,
Kenya,Kenya,25,15,3,7,82,32,50,60.0,48.0,1.92
Kernow,Kernow,3,0,1,2,6,11,-5,0.0,1.0,0.3333333333333333
Kiribati,Kiribati,0,0,0,0,0,0,0,,0.0,
Kosovo,Kosovo,0,0,0,0,0,0,0,,0.0,
Kuwait,Kuwait,0,0,0,0,0,0,0,,0.0,
Kyrgyzstan,Kyrgyzstan,1,0,0,1,0,1,-1,0.0,0.0,0.0
Kárpátalja,Kárpátalja,0,0,0,0,0,0,0,,0.0,
Laos,Laos,0,0,0,0,0,0,0,,0.0,
Latvia,Latvia,0,0,0,0,0,0,0,,0.0,
Lebanon,Lebanon,2,0,0,2,3,7,-4,0.0,0.0,0.0
Lesotho,Lesotho,0,0,0,0,0,0,0,,0.0,
Liberia,Liberia,0,0,0,0,0,0,0,,0.0,
Libya,Libya,3,0,0,3,4,11,-7,0.0,0.0,0.0
Liechtenstein,Liechtenstein,0,0,0,0,0,0,0,,0.0,
Lithuania,Lithuania,4,2,0,2,4,6,-2,50.0,6.0,1.5
Luxembourg,Luxembourg,14,1,1,12,10,51,-41,7.142857142857142,4.0,0.2857142857142857
Macau,Macau,0,0,0,0,0,0,0,,0.0,
Madagascar,Madagascar,18,8,1,9,38,56,-18,44.44444444444444,25.0,1.3888888888888888
Madrid,Madrid,0,0,0,0,0,0,0,,0.0,
Malawi,Malawi,1,0,0,1,0,5,-5,0.0,0.0,0.0
Malaysia,Malaysia,24,11,4,9,72,57,15,45.83333333333333,37.0,1.5416666666666667
Maldives,Maldives,0,0,0,0,0,0,0,,0.0,
Mali,Mali,0,0,0,0,0,0,0,,0.0,
Malta,Malta,3,1,1,1,5,3,2,33.33333333333333,4.0,1.3333333333333333
Manchukuo,Manchukuo,0,0,0,0,0,0,0,,0.0,
Martinique,Martinique,24,10,5,9,49,40,9,41.66666666666667,35.0,1.4583333333333333
Matabeleland,Matabeleland,0,0,0,0,0,0,0,,0.0,
Mauritania,Mauritania,0,0,0,0,0,0,0,,0.0,
Mauritius,Mauritius,19,16,1,2,102,25,77,84.21052631578947,49.0,2.5789473684210527
Mayotte,Mayotte,0,0,0,0,0,0,0,,0.0,
Menorca,Menorca,0,0,0,0,0,0,0,,0.0,
Mexico,Mexico,30,13,4,13,59,52,7,43.333333333333336,43.0,1.4333333333333333
Micronesia,Micronesia,0,0,0,0,0,0,0,,0.0,
Moldova,Moldova,1,1,0,0,4,1,3,100.0,3.0,3.0
Monaco,Monaco,0,0,0,0,0,0,0,,0.0,
Mongolia,Mongolia,0,0,0,0,0,0,0,,0.0,
Montenegro,Montenegro,0,0,0,0,0,0,0,,0.0,
Montserrat,Montserrat,0,0,0,0,0,0,0,,0.0,
Morocco,Morocco,1,1,0,0,3,1,2,100.0,3.0,3.0
Mozambique,Mozambique,0,0,0,0,0,0,0,,0.0,
Myanmar,Myanmar,0,0,0,0,0,0,0,,0.0,
Namibia,Namibia,0,0,0,0,0,0,0,,0.0,
Nepal,Nepal,0,0,0,0,0,0,0,,0.0,
Netherlands,Netherlands,67,24,13,30,158,159,-1,35.82089552238806,85.0,1.2686567164179106
New Caledonia,New Caledonia,16,8,1,7,37,31,6,50.0,25.0,1.5625
New Zealand,New Zealand,19,12,2,5,64,37,27,63.1578947368421,38.0,2.0
Nicaragua,Nicaragua,10,1,0,9,8,40,-32,10.0,3.0,0.3
Niger,Niger,0,0,0,0,0,0,0,,0.0,
Nigeria,Nigeria,13,6,2,5,31,22,9,46.15384615384615,20.0,1.5384615384615385
Niue,Niue,0,0,0,0,0,0,0,,0.0,
North Korea,North Korea,4,4,0,0,10,0,10,100.0,12.0,3.0
North Macedonia,North Macedonia,0,0,0,0,0,0,0,,0.0,
North Vietnam,North Vietnam,4,0,0,4,3,15,-12,0.0,0.0,0.0
Northern Cyprus,Northern Cyprus,0,0,0,0,0,0,0,,0.0,
Northern Ireland,Northern Ireland,43,8,15,20,54,89,-35,18.6046511627907,39.0,0.9069767441860465
Northern Mariana Islands,Northern Mariana Islands,0,0,0,0,0,0,0,,0.0,
Norway,Norway,76,26,15,35,122,159,-37,34.21052631578947,93.0,1.2236842105263157
Occitania,Occitania,0,0,0,0,0,0,0,,0.0,
Oman,Oman,0,0,0,0,0,0,0,,0.0,
Orkney,Orkney,0,0,0,0,0,0,0,,0.0,
Padania,Padania,0,0,0,0,0,0,0,,0.0,
Pakistan,Pakistan,14,4,7,3,22,21,1,28.57142857142857,19.0,1.3571428571428572
Palau,Palau,0,0,0,0,0,0,0,,0.0,
Palestine,Palestine,0,0,0,0,0,0,0,,0.0,
Panama,Panama,23,4,3,16,33,66,-33,17.391304347826086,15.0,0.6521739130434783
Panjab,Panjab,0,0,0,0,0,0,0,,0.0,
Papua New Guinea,Papua New Guinea,0,0,0,0,0,0,0,,0.0,
Paraguay,Paraguay,62,20,16,26,107,123,-16,32.25806451612903,76.0,1.2258064516129032
Parishes of Jersey,Parishes of Jersey,0,0,0,0,0,0,0,,0.0,
Peru,Peru,46,15,12,19,82,77,5,32.608695652173914,57.0,1.2391304347826086
Philippines,Philippines,8,0,0,8,6,31,-25,0.0,0.0,0.0
Poland,Poland,47,11,17,19,76,91,-15,23.404255319148938,50.0,1.0638297872340425
Portugal,Portugal,40,9,8,23,56,95,-39,22.5,35.0,0.875
Provence,Provence,0,0,0,0,0,0,0,,0.0,
Puerto Rico,Puerto Rico,0,0,0,0,0,0,0,,0.0,
Qatar,Qatar,0,0,0,0,0,0,0,,0.0,
Raetia,Raetia,0,0,0,0,0,0,0,,0.0,
Republic of Ireland,Republic of Ireland,32,14,6,12,55,65,-10,43.75,48.0,1.5
Republic of St. Pauli,Republic of St. Pauli,0,0,0,0,0,0,0,,0.0,
Rhodes,Rhodes,0,0,0,0,0,0,0,,0.0,
Romani people,Romani people,0,0,0,0,0,0,0,,0.0,
Romania,Romania,33,15,7,11,53,45,8,45.45454545454545,52.0,1.5757575757575757
Russia,Russia,37,24,7,6,99,39,60,64.86486486486487,79.0,2.135135135135135
Rwanda,Rwanda,0,0,0,0,0,0,0,,0.0,
Réunion,Réunion,20,3,0,17,32,92,-60,15.0,9.0,0.45
Saare County,Saare County,0,0,0,0,0,0,0,,0.0,
Saarland,Saarland,9,1,2,6,10,26,-16,11.11111111111111,5.0,0.5555555555555556
Saint Helena,Saint Helena,0,0,0,0,0,0,0,,0.0,
Saint Kitts and Nevis,Saint Kitts and Nevis,0,0,0,0,0,0,0,,0.0,
Saint Lucia,Saint Lucia,0,0,0,0,0,0,0,,0.0,
Saint Martin,Saint Martin,0,0,0,0,0,0,0,,0.0,
Saint Pierre and Miquelon,Saint Pierre and Miquelon,0,0,0,0,0,0,0,,0.0,
Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,0,0,0,0,0,0,0,,0.0,
Samoa,Samoa,0,0,0,0,0,0,0,,0.0,
San Marino,San Marino,0,0,0,0,0,0,0,,0.0,
Sark,Sark,0,0,0,0,0,0,0,,0.0,
Saudi Arabia,Saudi Arabia,0,0,0,0,0,0,0,,0.0,
Scotland,Scotland,66,30,15,21,122,103,19,45.45454545454545,105.0,1.5909090909090908
Senegal,Senegal,0,0,0,0,0,0,0,,0.0,
Serbia,Serbia,1,0,0,1,1,4,-3,0.0,0.0,0.0
Seychelles,Seychelles,0,0,0,0,0,0,0,,0.0,
Shetland,Shetland,0,0,0,0,0,0,0,,0.0,
Sierra Leone,Sierra Leone,5,1,0,4,7,11,-4,20.0,3.0,0.6
Silesia,Silesia,3,1,1,1,10,7,3,33.33333333333333,4.0,1.3333333333333333
Singapore,Singapore,32,5,8,19,59,97,-38,15.625,23.0,0.71875
Sint Maarten,Sint Maarten,0,0,0,0,0,0,0,,0.0,
Slovakia,Slovakia,0,0,0,0,0,0,0,,0.0,
Slovenia,Slovenia,0,0,0,0,0,0,0,,0.0,
Solomon Islands,Solomon Islands,0,0,0,0,0,0,0,,0.0,
Somalia,Somalia,0,0,0,0,0,0,0,,0.0,
Somaliland,Somaliland,0,0,0,0,0,0,0,,0.0,
South Africa,South Africa,12,8,0,4,35,21,14,66.66666666666666,24.0,2.0
South Korea,South Korea,31,18,6,7,70,59,11,58.06451612903226,60.0,1.935483870967742
South Ossetia,South Ossetia,0,0,0,0,0,0,0,,0.0,
South Sudan,South Sudan,0,0,0,0,0,0,0,,0.0,
Spain,Spain,44,20,13,11,110,70,40,45.45454545454545,73.0,1.6590909090909092
Sri Lanka,Sri Lanka,9,1,1,7,11,20,-9,11.11111111111111,4.0,0.4444444444444444
Sudan,Sudan,8,2,1,5,10,15,-5,25.0,7.0,0.875
Suriname,Suriname,28,13,5,10,70,48,22,46.42857142857143,44.0,1.5714285714285714
Sweden,Sweden,89,46,19,24,220,149,71,51.68539325842697,157.0,1.7640449438202248
Switzerland,Switzerland,63,12,13,38,105,177,-72,19.047619047619047,49.0,0.7777777777777778
Syria,Syria,2,0,1,1,1,2,-1,0.0,1.0,0.5
Székely Land,Székely Land,0,0,0,0,0,0,0,,0.0,
Sápmi,Sápmi,0,0,0,0,0,0,0,,0.0,
São Tomé and Príncipe,São Tomé and Príncipe,0,0,0,0,0,0,0,,0.0,
Tahiti,Tahiti,14,5,2,7,28,37,-9,35.714285714285715,17.0,1.2142857142857142
Tajikistan,Tajikistan,0,0,0,0,0,0,0,,0.0,
Tamil Eelam,Tamil Eelam,0,0,0,0,0,0,0,,0.0,
Tanzania,Tanzania,20,5,4,11,32,60,-28,25.0,19.0,0.95
Thailand,Thailand,7,1,0,6,8,27,-19,14.285714285714285,3.0,0.42857142857142855
Tibet,Tibet,0,0,0,0,0,0,0,,0.0,
Timor-Leste,Timor-Leste,0,0,0,0,0,0,0,,0.0,
Togo,Togo,3,0,2,1,4,7,-3,0.0,2.0,0.6666666666666666
Tonga,Tonga,0,0,0,0,0,0,0,,0.0,
Trinidad and Tobago,Trinidad and Tobago,27,16,2,9,53,35,18,59.25925925925925,50.0,1.8518518518518519
Tunisia,Tunisia,3,2,1,0,8,3,5,66.66666666666666,7.0,2.3333333333333335
Turkey,Turkey,33,13,9,11,51,58,-7,39.39393939393939,48.0,1.4545454545454546
Turkmenistan,Turkmenistan,0,0,0,0,0,0,0,,0.0,
Turks and Caicos Islands,Turks and Caicos Islands,0,0,0,0,0,0,0,,0.0,
Tuvalu,Tuvalu,0,0,0,0,0,0,0,,0.0,
U.S. Virgin Islands,U.S. Virgin Islands,0,0,0,0,0,0,0,,0.0,
Uganda,Uganda,22,13,4,5,64,36,28,59.09090909090909,43.0,1.9545454545454546
Ukraine,Ukraine,0,0,0,0,0,0,0,,0.0,
United Arab Emirates,United Arab Emirates,0,0,0,0,0,0,0,,0.0,
United Koreans in Japan,United Koreans in Japan,0,0,0,0,0,0,0,,0.0,
United States,United States,18,4,0,14,31,69,-38,22.22222222222222,12.0,0.6666666666666666
Uruguay,Uruguay,71,35,12,24,169,117,52,49.29577464788733,117.0,1.647887323943662
Uzbekistan,Uzbekistan,0,0,0,0,0,0,0,,0.0,
Vanuatu,Vanuatu,4,0,0,4,5,19,-14,0.0,0.0,0.0
Vatican City,Vatican City,0,0,0,0,0,0,0,,0.0,
Venezuela,Venezuela,5,3,1,1,10,7,3,60.0,10.0,2.0
Vietnam,Vietnam,0,0,0,0,0,0,0,,0.0,
Vietnam Republic,Vietnam Republic,23,10,5,8,61,53,8,43.47826086956522,35.0,1.5217391304347827
Wales,Wales,47,13,13,21,62,88,-26,27.659574468085108,52.0,1.1063829787234043
Wallis Islands and Futuna,Wallis Islands and Futuna,0,0,0,0,0,0,0,,0.0,
Western Armenia,Western Armenia,0,0,0,0,0,0,0,,0.0,
Western Isles,Western Isles,0,0,0,0,0,0,0,,0.0,
Western Sahara,Western Sahara,0,0,0,0,0,0,0,,0.0,
Yemen,Yemen,0,0,0,0,0,0,0,,0.0,
Yemen DPR,Yemen DPR,0,0,0,0,0,0,0,,0.0,
Ynys Môn,Ynys Môn,0,0,0,0,0,0,0,,0.0,
Yorkshire,Yorkshire,0,0,0,0,0,0,0,,0.0,
Yugoslavia,Yugoslavia,77,41,18,18,182,107,75,53.246753246753244,141.0,1.8311688311688312
Zambia,Zambia,12,7,1,4,23,17,6,58.333333333333336,22.0,1.8333333333333333
Zanzibar,Zanzibar,17,3,3,11,20,61,-41,17.647058823529413,12.0,0.7058823529411765
Zimbabwe,Zimbabwe,13,5,0,8,21,29,-8,38.46153846153847,15.0,1.1538461538461537
Åland Islands,Åland Islands,0,0,0,0,0,0,0,,0.0,
Asturias,Asturias,0,0,0,0,0,0,0,,0.0,
Congo DR,Congo DR,0,0,0,0,0,0,0,,0.0,
Surrey,Surrey,0,0,0,0,0,0,0,,0.0,
Two Sicilies,Two Sicilies,0,0,0,0,0,0,0,,0.0,
Western Australia,Western Australia,0,0,0,0,0,0,0,,0.0,
