,country,MP,W,D,L,GF,GA,GD,WP,TP,PPG
French Guiana,French Guiana,15,2,4,9,19,44,-25,13.333333333333334,10.0,0.6666666666666666
Frøya,Frøya,0,0,0,0,0,0,0,,0.0,
Gabon,Gabon,10,2,2,6,16,24,-8,20.0,8.0,0.8
Galicia,Galicia,0,0,0,0,0,0,0,,0.0,
Gambia,Gambia,4,1,0,3,8,13,-5,25.0,3.0,0.75
Georgia,Georgia,0,0,0,0,0,0,0,,0.0,
German DR,German DR,64,29,16,19,135,93,42,45.3125,103.0,1.609375
Germany,Germany,78,48,15,15,172,69,103,61.53846153846154,159.0,2.0384615384615383
Ghana,Ghana,70,46,18,6,218,74,144,65.71428571428571,156.0,2.2285714285714286
Gibraltar,Gibraltar,0,0,0,0,0,0,0,,0.0,
Gotland,Gotland,0,0,0,0,0,0,0,,0.0,
Gozo,Gozo,0,0,0,0,0,0,0,,0.0,
Greece,Greece,33,12,8,13,57,65,-8,36.36363636363637,44.0,1.3333333333333333
Greenland,Greenland,0,0,0,0,0,0,0,,0.0,
Grenada,Grenada,15,9,3,3,48,23,25,60.0,30.0,2.0
Guadeloupe,Guadeloupe,22,10,4,8,37,31,6,45.45454545454545,34.0,1.5454545454545454
Guam,Guam,0,0,0,0,0,0,0,,0.0,
Guatemala,Guatemala,31,13,7,11,53,47,6,41.935483870967744,46.0,1.4838709677419355
Guernsey,Guernsey,0,0,0,0,0,0,0,,0.0,
Guinea,Guinea,31,12,8,11,59,44,15,38.70967741935484,44.0,1.4193548387096775
Guinea-Bissau,Guinea-Bissau,3,1,0,2,7,10,-3,33.33333333333333,3.0,1.0
Guyana,Guyana,8,0,2,6,7,20,-13,0.0,2.0,0.25
Găgăuzia,Găgăuzia,0,0,0,0,0,0,0,,0.0,
Haiti,Haiti,39,23,4,12,76,47,29,58.97435897435898,73.0,1.8717948717948718
Hitra,Hitra,0,0,0,0,0,0,0,,0.0,
Honduras,Honduras,30,9,7,14,34,48,-14,30.0,34.0,1.1333333333333333
Hong Kong,Hong Kong,51,11,10,30,65,110,-45,21.568627450980394,43.0,0.8431372549019608
Hungary,Hungary,87,49,17,21,178,113,65,56.32183908045977,164.0,1.8850574712643677
Iceland,Iceland,14,2,1,11,17,52,-35,14.285714285714285,7.0,0.5
India,India,45,17,9,19,62,65,-3,37.77777777777778,60.0,1.3333333333333333
Indonesia,Indonesia,71,40,6,25,181,112,69,56.33802816901409,126.0,1.7746478873239437
Iran,Iran,14,9,2,3,33,15,18,64.28571428571429,29.0,2.0714285714285716
Iraq,Iraq,21,10,6,5,37,21,16,47.61904761904761,36.0,1.7142857142857142
Iraqi Kurdistan,Iraqi Kurdistan,0,0,0,0,0,0,0,,0.0,
Isle of Man,Isle of Man,0,0,0,0,0,0,0,,0.0,
Isle of Wight,Isle of Wight,0,0,0,0,0,0,0,,0.0,
Israel,Israel,52,19,9,24,82,83,-1,36.53846153846153,66.0,1.2692307692307692
Italy,Italy,62,38,14,10,135,49,86,61.29032258064516,128.0,2.064516129032258
Ivory Coast,Ivory Coast,36,19,8,9,62,39,23,52.77777777777778,65.0,1.8055555555555556
Jamaica,Jamaica,47,9,9,29,52,108,-56,19.148936170212767,36.0,0.7659574468085106
Japan,Japan,32,14,8,10,60,53,7,43.75,50.0,1.5625
Jersey,Jersey,0,0,0,0,0,0,0,,0.0,
Jordan,Jordan,11,1,3,7,9,25,-16,9.090909090909092,6.0,0.5454545454545454
Kabylia,Kabylia,0,0,0,0,0,0,0,,0.0,
Kazakhstan,Kazakhstan,0,0,0,0,0,0,0,,0.0,
Kenya,Kenya,85,38,15,32,184,169,15,44.70588235294118,129.0,1.5176470588235293
Kernow,Kernow,0,0,0,0,0,0,0,,0.0,
Kiribati,Kiribati,0,0,0,0,0,0,0,,0.0,
Kosovo,Kosovo,0,0,0,0,0,0,0,,0.0,
Kuwait,Kuwait,15,2,3,10,18,40,-22,13.333333333333334,9.0,0.6
Kyrgyzstan,Kyrgyzstan,0,0,0,0,0,0,0,,0.0,
Kárpátalja,Kárpátalja,0,0,0,0,0,0,0,,0.0,
Laos,Laos,10,1,1,8,6,49,-43,10.0,4.0,0.4
Latvia,Latvia,0,0,0,0,0,0,0,,0.0,
Lebanon,Lebanon,16,7,2,7,27,20,7,43.75,23.0,1.4375
Lesotho,Lesotho,0,0,0,0,0,0,0,,0.0,
Liberia,Liberia,10,2,3,5,11,20,-9,20.0,9.0,0.9
Libya,Libya,25,9,7,9,54,40,14,36.0,34.0,1.36
Liechtenstein,Liechtenstein,0,0,0,0,0,0,0,,0.0,
Lithuania,Lithuania,1,1,0,0,6,0,6,100.0,3.0,3.0
Luxembourg,Luxembourg,30,3,4,23,28,100,-72,10.0,13.0,0.43333333333333335
Macau,Macau,0,0,0,0,0,0,0,,0.0,
Madagascar,Madagascar,7,4,0,3,23,16,7,57.14285714285714,12.0,1.7142857142857142
Madrid,Madrid,0,0,0,0,0,0,0,,0.0,
Malawi,Malawi,23,2,4,17,24,88,-64,8.695652173913043,10.0,0.43478260869565216
Malaysia,Malaysia,65,18,16,31,104,130,-26,27.692307692307693,70.0,1.0769230769230769
Maldives,Maldives,0,0,0,0,0,0,0,,0.0,
Mali,Mali,35,13,6,16,45,62,-17,37.142857142857146,45.0,1.2857142857142858
Malta,Malta,9,3,2,4,9,20,-11,33.33333333333333,11.0,1.2222222222222223
Manchukuo,Manchukuo,0,0,0,0,0,0,0,,0.0,
Martinique,Martinique,27,11,8,8,53,42,11,40.74074074074074,41.0,1.5185185185185186
Matabeleland,Matabeleland,0,0,0,0,0,0,0,,0.0,
Mauritania,Mauritania,1,0,1,0,1,1,0,0.0,1.0,1.0
Mauritius,Mauritius,8,2,2,4,10,14,-4,25.0,8.0,1.0
Mayotte,Mayotte,0,0,0,0,0,0,0,,0.0,
Menorca,Menorca,0,0,0,0,0,0,0,,0.0,
Mexico,Mexico,98,45,25,28,160,104,56,45.91836734693878,160.0,1.6326530612244898
Micronesia,Micronesia,0,0,0,0,0,0,0,,0.0,
Moldova,Moldova,0,0,0,0,0,0,0,,0.0,
Monaco,Monaco,0,0,0,0,0,0,0,,0.0,
Mongolia,Mongolia,3,0,0,3,3,19,-16,0.0,0.0,0.0
Montenegro,Montenegro,1,0,0,1,0,1,-1,0.0,0.0,0.0
Montserrat,Montserrat,0,0,0,0,0,0,0,,0.0,
Morocco,Morocco,47,16,12,19,51,65,-14,34.04255319148936,60.0,1.2765957446808511
Mozambique,Mozambique,0,0,0,0,0,0,0,,0.0,
Myanmar,Myanmar,0,0,0,0,0,0,0,,0.0,
Namibia,Namibia,0,0,0,0,0,0,0,,0.0,
Nepal,Nepal,0,0,0,0,0,0,0,,0.0,
Netherlands,Netherlands,66,21,16,29,96,91,5,31.818181818181817,79.0,1.196969696969697
New Caledonia,New Caledonia,28,19,4,5,81,31,50,67.85714285714286,61.0,2.1785714285714284
New Zealand,New Zealand,17,8,1,8,40,36,4,47.05882352941176,25.0,1.4705882352941178
Nicaragua,Nicaragua,10,2,0,8,10,28,-18,20.0,6.0,0.6
Niger,Niger,7,1,1,5,9,26,-17,14.285714285714285,4.0,0.5714285714285714
Nigeria,Nigeria,58,17,22,19,95,102,-7,29.310344827586203,73.0,1.2586206896551724
Niue,Niue,0,0,0,0,0,0,0,,0.0,
North Korea,North Korea,24,19,2,3,92,20,72,79.16666666666666,59.0,2.4583333333333335
North Macedonia,North Macedonia,0,0,0,0,0,0,0,,0.0,
North Vietnam,North Vietnam,19,6,3,10,44,36,8,31.57894736842105,21.0,1.105263157894737
Northern Cyprus,Northern Cyprus,0,0,0,0,0,0,0,,0.0,
Northern Ireland,Northern Ireland,52,16,8,28,77,111,-34,30.76923076923077,56.0,1.0769230769230769
Northern Mariana Islands,Northern Mariana Islands,0,0,0,0,0,0,0,,0.0,
Norway,Norway,78,26,12,40,118,180,-62,33.33333333333333,90.0,1.1538461538461537
Occitania,Occitania,0,0,0,0,0,0,0,,0.0,
Oman,Oman,0,0,0,0,0,0,0,,0.0,
Orkney,Orkney,0,0,0,0,0,0,0,,0.0,
Padania,Padania,0,0,0,0,0,0,0,,0.0,
Pakistan,Pakistan,22,4,6,12,33,58,-25,18.181818181818183,18.0,0.8181818181818182
Palau,Palau,0,0,0,0,0,0,0,,0.0,
Palestine,Palestine,9,2,2,5,15,25,-10,22.22222222222222,8.0,0.8888888888888888
Panama,Panama,15,4,2,9,18,29,-11,26.666666666666668,14.0,0.9333333333333333
Panjab,Panjab,0,0,0,0,0,0,0,,0.0,
Papua New Guinea,Papua New Guinea,11,4,1,6,26,27,-1,36.36363636363637,13.0,1.1818181818181819
Paraguay,Paraguay,68,22,14,32,85,122,-37,32.35294117647059,80.0,1.1764705882352942
Parishes of Jersey,Parishes of Jersey,0,0,0,0,0,0,0,,0.0,
Peru,Peru,43,12,8,23,57,80,-23,27.906976744186046,44.0,1.0232558139534884
Philippines,Philippines,7,0,0,7,0,42,-42,0.0,0.0,0.0
Poland,Poland,73,28,21,24,150,109,41,38.35616438356164,105.0,1.4383561643835616
Portugal,Portugal,56,24,10,22,85,75,10,42.857142857142854,82.0,1.4642857142857142
Provence,Provence,0,0,0,0,0,0,0,,0.0,
Puerto Rico,Puerto Rico,10,0,0,10,6,45,-39,0.0,0.0,0.0
Qatar,Qatar,0,0,0,0,0,0,0,,0.0,
Raetia,Raetia,0,0,0,0,0,0,0,,0.0,
Republic of Ireland,Republic of Ireland,45,12,8,25,52,92,-40,26.666666666666668,44.0,0.9777777777777777
Republic of St. Pauli,Republic of St. Pauli,0,0,0,0,0,0,0,,0.0,
Rhodes,Rhodes,0,0,0,0,0,0,0,,0.0,
Romani people,Romani people,0,0,0,0,0,0,0,,0.0,
Romania,Romania,50,22,12,16,74,66,8,44.0,78.0,1.56
Russia,Russia,99,55,25,19,180,96,84,55.55555555555556,190.0,1.9191919191919191
Rwanda,Rwanda,0,0,0,0,0,0,0,,0.0,
Réunion,Réunion,2,1,0,1,3,6,-3,50.0,3.0,1.5
Saare County,Saare County,0,0,0,0,0,0,0,,0.0,
Saarland,Saarland,0,0,0,0,0,0,0,,0.0,
Saint Helena,Saint Helena,0,0,0,0,0,0,0,,0.0,
Saint Kitts and Nevis,Saint Kitts and Nevis,0,0,0,0,0,0,0,,0.0,
Saint Lucia,Saint Lucia,19,8,3,8,41,43,-2,42.10526315789473,27.0,1.4210526315789473
Saint Martin,Saint Martin,0,0,0,0,0,0,0,,0.0,
Saint Pierre and Miquelon,Saint Pierre and Miquelon,0,0,0,0,0,0,0,,0.0,
Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,20,8,9,3,35,26,9,40.0,33.0,1.65
Samoa,Samoa,0,0,0,0,0,0,0,,0.0,
San Marino,San Marino,0,0,0,0,0,0,0,,0.0,
Sark,Sark,0,0,0,0,0,0,0,,0.0,
Saudi Arabia,Saudi Arabia,3,1,0,2,5,9,-4,33.33333333333333,3.0,1.0
Scotland,Scotland,65,29,13,23,140,116,24,44.61538461538462,100.0,1.5384615384615385
Senegal,Senegal,24,7,4,13,29,44,-15,29.166666666666668,25.0,1.0416666666666667
Serbia,Serbia,0,0,0,0,0,0,0,,0.0,
Seychelles,Seychelles,0,0,0,0,0,0,0,,0.0,
Shetland,Shetland,0,0,0,0,0,0,0,,0.0,
Sierra Leone,Sierra Leone,12,3,4,5,16,26,-10,25.0,13.0,1.0833333333333333
Silesia,Silesia,0,0,0,0,0,0,0,,0.0,
Singapore,Singapore,59,17,10,32,98,150,-52,28.8135593220339,61.0,1.0338983050847457
Sint Maarten,Sint Maarten,0,0,0,0,0,0,0,,0.0,
Slovakia,Slovakia,0,0,0,0,0,0,0,,0.0,
Slovenia,Slovenia,0,0,0,0,0,0,0,,0.0,
Solomon Islands,Solomon Islands,10,1,2,7,14,62,-48,10.0,5.0,0.5
Somalia,Somalia,3,0,0,3,1,28,-27,0.0,0.0,0.0
Somaliland,Somaliland,0,0,0,0,0,0,0,,0.0,
South Africa,South Africa,0,0,0,0,0,0,0,,0.0,
South Korea,South Korea,67,39,12,16,115,71,44,58.2089552238806,129.0,1.9253731343283582
South Ossetia,South Ossetia,0,0,0,0,0,0,0,,0.0,
South Sudan,South Sudan,0,0,0,0,0,0,0,,0.0,
Spain,Spain,60,28,13,19,93,64,29,46.666666666666664,97.0,1.6166666666666667
Sri Lanka,Sri Lanka,4,0,0,4,5,30,-25,0.0,0.0,0.0
Sudan,Sudan,38,15,12,11,65,55,10,39.473684210526315,57.0,1.5
Suriname,Suriname,53,25,12,16,132,78,54,47.16981132075472,87.0,1.6415094339622642
Sweden,Sweden,86,44,19,23,159,99,60,51.162790697674424,151.0,1.755813953488372
Switzerland,Switzerland,62,18,10,34,82,119,-37,29.03225806451613,64.0,1.032258064516129
Syria,Syria,8,4,1,3,13,11,2,50.0,13.0,1.625
Székely Land,Székely Land,0,0,0,0,0,0,0,,0.0,
Sápmi,Sápmi,0,0,0,0,0,0,0,,0.0,
São Tomé and Príncipe,São Tomé and Príncipe,0,0,0,0,0,0,0,,0.0,
Tahiti,Tahiti,22,10,3,9,62,35,27,45.45454545454545,33.0,1.5
Tajikistan,Tajikistan,0,0,0,0,0,0,0,,0.0,
Tamil Eelam,Tamil Eelam,0,0,0,0,0,0,0,,0.0,
Tanzania,Tanzania,55,19,8,28,91,118,-27,34.54545454545455,65.0,1.1818181818181819
Thailand,Thailand,55,10,12,33,72,133,-61,18.181818181818183,42.0,0.7636363636363637
Tibet,Tibet,0,0,0,0,0,0,0,,0.0,
Timor-Leste,Timor-Leste,0,0,0,0,0,0,0,,0.0,
Togo,Togo,18,2,7,9,20,37,-17,11.11111111111111,13.0,0.7222222222222222
Tonga,Tonga,0,0,0,0,0,0,0,,0.0,
Trinidad and Tobago,Trinidad and Tobago,44,20,10,14,70,76,-6,45.45454545454545,70.0,1.5909090909090908
Tunisia,Tunisia,48,15,15,18,68,81,-13,31.25,60.0,1.25
Turkey,Turkey,59,19,12,28,64,100,-36,32.20338983050847,69.0,1.1694915254237288
Turkmenistan,Turkmenistan,0,0,0,0,0,0,0,,0.0,
Turks and Caicos Islands,Turks and Caicos Islands,0,0,0,0,0,0,0,,0.0,
Tuvalu,Tuvalu,0,0,0,0,0,0,0,,0.0,
U.S. Virgin Islands,U.S. Virgin Islands,0,0,0,0,0,0,0,,0.0,
Uganda,Uganda,74,29,13,32,133,132,1,39.189189189189186,100.0,1.3513513513513513
Ukraine,Ukraine,0,0,0,0,0,0,0,,0.0,
United Arab Emirates,United Arab Emirates,0,0,0,0,0,0,0,,0.0,
United Koreans in Japan,United Koreans in Japan,0,0,0,0,0,0,0,,0.0,
United States,United States,17,4,4,9,26,44,-18,23.52941176470588,16.0,0.9411764705882353
Uruguay,Uruguay,73,28,21,24,95,101,-6,38.35616438356164,105.0,1.4383561643835616
Uzbekistan,Uzbekistan,0,0,0,0,0,0,0,,0.0,
Vanuatu,Vanuatu,10,2,2,6,25,34,-9,20.0,8.0,0.8
Vatican City,Vatican City,0,0,0,0,0,0,0,,0.0,
Venezuela,Venezuela,17,3,1,13,21,51,-30,17.647058823529413,10.0,0.5882352941176471
Vietnam,Vietnam,0,0,0,0,0,0,0,,0.0,
Vietnam Republic,Vietnam Republic,79,39,11,29,151,124,27,49.36708860759494,128.0,1.620253164556962
Wales,Wales,53,12,9,32,76,110,-34,22.641509433962266,45.0,0.8490566037735849
Wallis Islands and Futuna,Wallis Islands and Futuna,2,0,0,2,1,14,-13,0.0,0.0,0.0
Western Armenia,Western Armenia,0,0,0,0,0,0,0,,0.0,
Western Isles,Western Isles,0,0,0,0,0,0,0,,0.0,
Western Sahara,Western Sahara,0,0,0,0,0,0,0,,0.0,
Yemen,Yemen,8,0,0,8,4,67,-63,0.0,0.0,0.0
Yemen DPR,Yemen DPR,0,0,0,0,0,0,0,,0.0,
Ynys Môn,Ynys Môn,0,0,0,0,0,0,0,,0.0,
Yorkshire,Yorkshire,0,0,0,0,0,0,0,,0.0,
Yugoslavia,Yugoslavia,88,43,16,29,172,120,52,48.86363636363637,145.0,1.6477272727272727
Zambia,Zambia,42,24,7,11,126,73,53,57.14285714285714,79.0,1.880952380952381
Zanzibar,Zanzibar,34,2,1,31,20,121,-101,5.88235294117647,7.0,0.20588235294117646
Zimbabwe,Zimbabwe,9,2,5,2,14,11,3,22.22222222222222,11.0,1.2222222222222223
Åland Islands,Åland Islands,0,0,0,0,0,0,0,,0.0,
Asturias,Asturias,0,0,0,0,0,0,0,,0.0,
Congo DR,Congo DR,0,0,0,0,0,0,0,,0.0,
Surrey,Surrey,0,0,0,0,0,0,0,,0.0,
Two Sicilies,Two Sicilies,0,0,0,0,0,0,0,,0.0,
Western Australia,Western Australia,18,7,1,10,42,47,-5,38.88888888888889,22.0,1.2222222222222223
